read.csv("test/data/tidy/data_cleaned.csv")study,es_id,yi,vi,sei,target_group,format,diagnosis,type,control,region,risk_of_bias,rob,rob_include_best,rob_exclude_worst,n_1,n_2,sample_size
"milgrom, 2011",600,0.0671496974243975,0.0870072581213445,0.294969927486421,perinatal depression,individual,cut-off score,cbt-based,cau,australia,low,4,1,1,23,23,46
"milgrom, 2015b",601,0.566499508697449,0.0948787871074182,0.308024004109125,perinatal depression,individual,diagnosis,cbt-based,cau,australia,low,4,1,1,23,21,44
"milgrom, 2016",602,0.828511190386603,0.101357468313636,0.318366876910328,perinatal depression,guided self-help,diagnosis,cbt-based,cau,australia,low,4,1,1,21,22,43
"milgrom, 2016",603,1.52780938447988,0.189132876132364,0.434894097605801,perinatal depression,guided self-help,diagnosis,cbt-based,cau,australia,low,4,1,1,19,19,38
"milgrom, 2020",604,0.828511190386603,0.101357468313636,0.318366876910328,perinatal depression,guided self-help,diagnosis,cbt-based,cau,australia,low,4,1,1,21,22,43
"milgrom, 2020",605,1.30985903006915,0.163802580221779,0.40472531453046,perinatal depression,guided self-help,diagnosis,cbt-based,cau,australia,low,4,1,1,21,21,42
"milgrom, 2021",606,0.746807148310505,0.0556521616089713,0.235907103769622,perinatal depression,guided self-help,diagnosis,cbt-based,cau,australia,low,4,1,1,39,38,77
"milgrom, 2021",607,-0.221611354090969,0.052282218636143,0.228653052977963,perinatal depression,individual,diagnosis,cbt-based,cau,australia,low,4,1,1,39,38,77
"miller, 2002",608,0.449695972054195,0.136893621832674,0.369991380754571,adults,other formats,cut-off score,not-cbt-based,cau,north america,some concern,2,0,1,15,15,30
"miranda, 2003",609,0.158683733220844,0.022418003572915,0.14972642910627,other target groups,other formats,diagnosis,cbt-based,cau,north america,low,4,1,1,90,89,179
"mohr, 2000",610,0.567146746844099,0.130289186258694,0.360955933956895,general medical,other formats,cut-off score,cbt-based,cau,north america,some concern,2,0,1,16,16,32
"mohr, 2011",611,0.277879819686387,0.0475800822972796,0.218128591196293,other target groups,other formats,diagnosis,cbt-based,cau,north america,some concern,2,0,1,41,44,85
"mohr, 2011",612,0.292260741171466,0.0554848652809897,0.235552255945448,other target groups,other formats,diagnosis,cbt-based,cau,north america,some concern,2,0,1,38,35,73
"mohr, 2011",613,0.129794952527876,0.0575048680379668,0.239801726511647,other target groups,other formats,diagnosis,cbt-based,cau,north america,some concern,2,0,1,41,41,82
"mohr, 2013",614,0.517491734884045,0.0617603993416185,0.248516396524693,adults,guided self-help,diagnosis,cbt-based,wl,north america,low,4,1,1,34,33,67
"mohr, 2013",615,0.486143166187751,0.0849929828699009,0.291535560215046,adults,guided self-help,diagnosis,cbt-based,wl,north america,low,4,1,1,29,29,58
"mohr, 2013",616,0.607321221539932,0.0925920716430762,0.304289453716484,adults,other formats,diagnosis,cbt-based,wl,north america,low,4,1,1,27,27,54
"mohr, 2013",617,0.396496853159319,0.0600572427146872,0.245065792624526,adults,other formats,diagnosis,cbt-based,wl,north america,low,4,1,1,35,33,68
"moldovan, 2013",618,0.591392424614731,0.102054254500338,0.319459315876589,student population,guided self-help,cut-off score,cbt-based,cau,europe,low,4,1,1,21,20,41
"moldovan, 2013",619,1.01200484676882,0.156365865140339,0.395431239459326,student population,guided self-help,cut-off score,cbt-based,cau,europe,low,4,1,1,21,21,42
"moldovan, 2013",620,0.418238871804063,0.120481279267011,0.347104133174773,student population,guided self-help,cut-off score,cbt-based,other ctr,europe,low,4,1,1,21,21,42
"moldovan, 2013",621,-0.116427568027473,0.0954057351475697,0.308878188203003,student population,guided self-help,cut-off score,cbt-based,other ctr,europe,low,4,1,1,21,21,42
"moldovan, 2013",622,1.0767271829076,0.15425500714779,0.39275311220637,student population,guided self-help,cut-off score,cbt-based,wl,europe,low,4,1,1,21,21,42
"moldovan, 2013",623,0.642145163919688,0.0980498549214995,0.313129134577892,student population,guided self-help,cut-off score,cbt-based,wl,europe,low,4,1,1,21,22,43
"montero-marin, 2016",624,0.0773538133610707,0.0305734797691789,0.174852737379713,adults,guided self-help,diagnosis,cbt-based,cau,europe,low,4,1,1,64,67,131
"montero-marin, 2016",625,0.120895353003669,0.0325288998564355,0.180357699742582,adults,other formats,diagnosis,cbt-based,cau,europe,low,4,1,1,57,67,124
"moon, 2021",626,2.19169754928708,0.166808123041641,0.408421501688686,general medical,group,cut-off score,cbt-based,cau,east asia,low,4,1,1,19,20,39
"moon, 2021",627,1.63279258130665,0.138250201433244,0.371820119726251,general medical,group,cut-off score,cbt-based,cau,east asia,low,4,1,1,19,20,39
"mossey, 1996",628,0.205110408032174,0.0761895092589463,0.276024472210249,older adults,individual,subclinical depression,not-cbt-based,cau,north america,some concern,1,0,1,31,31,62
"mukhtar, 2011",629,4.82728506180715,0.139943233715546,0.374089873847912,adults,group,diagnosis,cbt-based,wl,east asia,some concern,1,0,1,58,55,113
"mulcahy, 2010",630,0.633201878777369,0.084653726113997,0.290953133878975,perinatal depression,other formats,diagnosis,not-cbt-based,cau,australia,some concern,2,0,1,23,27,50
"mulcahy, 2010",631,0.631229080624441,0.0846279789849623,0.290908884334876,perinatal depression,other formats,diagnosis,not-cbt-based,cau,australia,some concern,2,0,1,23,27,50
"mulcahy, 2010",632,0.537585153407968,0.0834982451220743,0.288960629017301,perinatal depression,other formats,diagnosis,not-cbt-based,cau,australia,some concern,2,0,1,23,27,50
"mulcahy, 2010",633,0.824762746390335,0.113081678172252,0.336276193287976,perinatal depression,other formats,diagnosis,not-cbt-based,cau,australia,some concern,2,0,1,23,23,46
"mulcahy, 2010",634,0.492049783975941,0.482110687001453,0.69434190929358,perinatal depression,other formats,diagnosis,not-cbt-based,cau,australia,some concern,2,0,1,23,23,46
"mulcahy, 2010",635,0.537458950898149,0.118913213329689,0.344837952275687,perinatal depression,other formats,diagnosis,not-cbt-based,cau,australia,some concern,2,0,1,23,23,46
"musa, 2021",636,0.490569155376959,0.0412219700023336,0.203031943305317,other target groups,group,diagnosis,cbt-based,cau,other region,low,4,1,1,50,50,100
"mynors-wallis, 1995",637,0.689647860158215,0.0773936857211169,0.278197206530038,adults,individual,diagnosis,cbt-based,other ctr,europe,some concern,2,0,1,29,26,55
"mynors-wallis, 1995",638,0.662882248733719,0.0770550212279442,0.277587862176905,adults,individual,diagnosis,cbt-based,other ctr,europe,some concern,2,0,1,29,26,55
"mynors-wallis, 1995",639,0.60705392917159,0.0895102031746574,0.2991825582728,adults,individual,diagnosis,cbt-based,other ctr,europe,some concern,2,0,1,30,30,60
"mynors-wallis, 1995",640,0.771123087020561,0.0940291287589877,0.306641694423618,adults,individual,diagnosis,cbt-based,other ctr,europe,some concern,2,0,1,30,30,60
"naeem, 2013",641,1.11569300454167,0.0253036670860575,0.15907126417445,adults,guided self-help,diagnosis,cbt-based,cau,other region,low,4,1,1,94,89,183
"naeem, 2013",642,1.29227865414083,0.0392534011290037,0.198124711050903,adults,guided self-help,diagnosis,cbt-based,cau,other region,low,4,1,1,94,94,188
"naeem, 2015",643,0.859565258856182,0.0319254473489529,0.178676935693874,adults,other formats,diagnosis,cbt-based,cau,other region,low,4,1,1,69,68,137
"nakagawa, 2017",644,0.241338178375363,0.0503711516734924,0.224435183680038,adults,individual,diagnosis,cbt-based,cau,east asia,low,4,1,1,40,40,80
"nakagawa, 2017",645,0.838801002013922,0.0544835007173601,0.233417010342777,adults,individual,diagnosis,cbt-based,cau,east asia,low,4,1,1,40,40,80
"nakagawa, 2017",646,0.106956808927435,0.0500728981046493,0.223769743496857,adults,individual,diagnosis,cbt-based,cau,east asia,low,4,1,1,40,40,80
"nakagawa, 2017",647,1.07435785136121,0.0782187246204979,0.279676106631399,adults,individual,diagnosis,cbt-based,cau,east asia,low,4,1,1,40,40,80
"nakagawa, 2017",648,0.591882866790498,0.0785903202724495,0.280339651623614,adults,individual,diagnosis,cbt-based,cau,east asia,low,4,1,1,40,40,80
"nakimuli-mpungu, 2015",649,0.053225474583709,0.0367878086133783,0.191801482302349,general medical,group,diagnosis,not-cbt-based,other ctr,other region,low,4,1,1,57,52,109
"nakimuli-mpungu, 2020",650,2.61250312646632,0.155165390391075,0.393910383705577,general medical,group,diagnosis,cbt-based,other ctr,other region,some concern,3,0,1,578,578,1156
"nasrin, 2017",651,1.74233729326965,0.155556433888033,0.394406432361381,adults,individual,diagnosis,cbt-based,wl,europe,some concern,3,0,1,19,17,36
"neugebauer, 2006",652,0.150571049460521,0.21176497750297,0.460179288433291,other target groups,other formats,subclinical depression,not-cbt-based,cau,north america,some concern,2,0,1,10,9,19
"newby, 2014",653,0.0985759894185636,0.100126439499038,0.316427621264386,adults,individual,cut-off score,cbt-based,cau,australia,some concern,2,0,1,20,20,40
"newby, 2017",654,1.05676768338483,0.0613966081736446,0.247783389624173,general medical,guided self-help,diagnosis,cbt-based,wl,australia,low,4,1,1,31,46,77
"newby, 2017",655,0.776390242634289,0.057991105842898,0.240813425379272,general medical,guided self-help,diagnosis,cbt-based,wl,australia,low,4,1,1,31,46,77
"newby, 2017",656,1.17653711906907,0.0868597688856643,0.294719814206077,general medical,guided self-help,diagnosis,cbt-based,wl,australia,low,4,1,1,31,31,62
"nezu, 1986",657,0.185077837991878,0.560161400994067,0.748439310160862,adults,group,diagnosis,cbt-based,wl,north america,some concern,1,0,1,9,9,18
"nezu, 1986",658,1.19480630205656,0.516738036575923,0.718844932218293,adults,group,diagnosis,cbt-based,wl,north america,some concern,1,0,1,9,9,18
"nezu, 1986",659,2.04714295011951,0.699116167132131,0.836131668537995,adults,group,diagnosis,cbt-based,wl,north america,some concern,1,0,1,11,11,22
"nezu, 1986",660,0.401110951712766,0.28383210183035,0.532758952839227,adults,group,diagnosis,cbt-based,wl,north america,some concern,1,0,1,9,6,15
"nezu, 1986",661,1.4116793495477,0.352768708941384,0.593943354993878,adults,group,diagnosis,cbt-based,wl,north america,some concern,1,0,1,9,6,15
"nezu, 1986",662,2.00920734007074,0.389370645268087,0.623995709334677,adults,group,diagnosis,cbt-based,wl,north america,some concern,1,0,1,11,6,17
"nezu, 1986",663,4.44387773714147,0.902298894597488,0.949894149154256,adults,group,diagnosis,cbt-based,wl,north america,some concern,1,0,1,11,6,17
"nezu, 1989",664,1.22763065101416,0.421206634856004,0.649004341168843,adults,group,diagnosis,cbt-based,wl,north america,some concern,1,0,1,14,14,28
"nezu, 1989",665,1.22763065101416,0.421206634856004,0.649004341168843,adults,group,diagnosis,cbt-based,wl,north america,some concern,1,0,1,14,14,28
"nezu, 1989",666,2.1829129771101,0.511671977393806,0.715312503311529,adults,group,diagnosis,cbt-based,wl,north america,some concern,1,0,1,14,14,28
"nezu, 1989",667,1.92034755451213,0.463314139746326,0.680671829699398,adults,group,diagnosis,cbt-based,wl,north america,some concern,1,0,1,14,14,28
"nezu, 1989",668,1.80663032004733,0.232142580962032,0.481811769223244,adults,group,diagnosis,cbt-based,wl,north america,some concern,1,0,1,14,11,25
"nezu, 1989",669,1.31261432418307,0.199186323625634,0.446302950500705,adults,group,diagnosis,cbt-based,wl,north america,some concern,1,0,1,14,11,25
"nezu, 1989",670,3.09000363591247,0.366542213406038,0.605427298200237,adults,group,diagnosis,cbt-based,wl,north america,some concern,1,0,1,14,11,25
"nezu, 1989",671,2.61226309979487,0.308279989609397,0.555229672846649,adults,group,diagnosis,cbt-based,wl,north america,some concern,1,0,1,14,11,25
"ng, 2013",672,1.43178149498793,0.196797935645519,0.443619133543087,older adults,individual,cut-off score,not-cbt-based,cau,east asia,some concern,1,0,1,14,12,26
"ngai, 2015",673,0.442320013523553,0.0103234879156782,0.101604566411546,perinatal depression,other formats,cut-off score,cbt-based,cau,east asia,low,4,1,1,197,200,397
"niedermoser, 2020",674,0.489202809148594,0.153064806881262,0.391234976556623,other target groups,group,diagnosis,not-cbt-based,cau,europe,low,4,1,1,14,13,27
"niedermoser, 2020",675,0.565984471449407,0.154660396569836,0.393268860412106,other target groups,group,diagnosis,not-cbt-based,cau,europe,some concern,3,0,1,14,13,27
"nobis, 2015",676,0.891453395953057,0.0171872969679578,0.131100331685156,general medical,guided self-help,cut-off score,not-cbt-based,other ctr,europe,some concern,3,0,1,129,127,256
"nobis, 2015",677,0.81911062287809,0.0169441686288003,0.130169768490231,general medical,guided self-help,cut-off score,not-cbt-based,other ctr,europe,some concern,3,0,1,129,127,256
"nobis, 2015",678,1.12516551414054,0.0258863651294508,0.160892402336005,general medical,guided self-help,cut-off score,not-cbt-based,other ctr,europe,some concern,3,0,1,129,129,258
"nobis, 2015",679,1.26935194739665,0.0396837521393617,0.199207811441624,general medical,guided self-help,cut-off score,not-cbt-based,other ctr,europe,some concern,3,0,1,129,129,258
"nollett, 2016",680,-0.0677210778628538,0.101675453515213,0.318865886408711,general medical,individual,cut-off score,cbt-based,cau,europe,some concern,3,0,1,22,22,44
"nollett, 2016",681,-0.176536460717605,0.107816131311718,0.328353668034512,general medical,individual,cut-off score,cbt-based,wl,europe,some concern,3,0,1,22,22,44
"northwood, 2020",682,0.919014199385506,0.0207198807151527,0.143944019379593,other target groups,individual,diagnosis,not-cbt-based,cau,north america,low,4,1,1,112,102,214
"nyström, 2017",683,0.972768358252414,0.0388740489373489,0.197165029701894,adults,guided self-help,diagnosis,cbt-based,wl,europe,low,4,1,1,63,53,116
"nyström, 2017",684,0.649093028375113,0.0413728015340464,0.203403051929037,adults,guided self-help,diagnosis,cbt-based,wl,europe,low,4,1,1,49,53,102
"o'hara, 2000",685,1.08883568708228,0.0465227923229576,0.215691428487452,perinatal depression,individual,diagnosis,not-cbt-based,wl,north america,some concern,3,0,1,48,51,99
"o'hara, 2000",686,1.19298077466896,0.0477418206273634,0.218499017451712,perinatal depression,individual,diagnosis,not-cbt-based,wl,north america,some concern,2,0,1,48,51,99
"o'hara, 2000",687,0.557952593293334,0.0552674255264742,0.235090249747781,perinatal depression,individual,diagnosis,not-cbt-based,wl,north america,some concern,3,0,1,60,60,120
"o'hara, 2000",688,0.868157213487984,0.0760639910388546,0.275797010569104,perinatal depression,individual,diagnosis,not-cbt-based,wl,north america,some concern,3,0,1,48,48,96
"o'hara, 2000",689,1.15134045019412,0.0715439470387185,0.267477002822146,perinatal depression,individual,diagnosis,not-cbt-based,wl,north america,some concern,3,0,1,48,48,96
"o'hara, 2000",690,1.49273236336949,0.0855802140407603,0.292540961304157,perinatal depression,individual,diagnosis,not-cbt-based,wl,north america,some concern,2,0,1,48,48,96
"o'hara, 2000",691,0.528900003641268,0.063145624279098,0.251287931025543,perinatal depression,individual,diagnosis,not-cbt-based,wl,north america,some concern,2,0,1,60,60,120
"o'hara, 2000",692,0.726190309171575,0.0773506092438367,0.27811977499602,perinatal depression,individual,diagnosis,not-cbt-based,wl,north america,some concern,2,0,1,48,48,96
"o'hara, 2000",693,1.12215793095186,0.0680299375884268,0.260825492596922,perinatal depression,individual,diagnosis,not-cbt-based,wl,north america,some concern,2,0,1,48,48,96
"o'mahen, 2013a",694,3.66085941041857,0.198708538614423,0.445767359296778,perinatal depression,individual,diagnosis,cbt-based,cau,europe,low,4,1,1,30,25,55
"o'mahen, 2013a",695,0.709934836480537,0.404310492418944,0.635854143981891,perinatal depression,individual,diagnosis,cbt-based,cau,europe,low,4,1,1,30,30,60
"o'mahen, 2013a",696,1.20239366370793,0.369098597554231,0.607534852954323,perinatal depression,individual,diagnosis,cbt-based,cau,europe,low,4,1,1,29,29,58
"o'neil, 2014",697,-0.12034599663719,0.0331207202480788,0.181990989469476,general medical,other formats,cut-off score,cbt-based,cau,australia,low,4,1,1,61,60,121
"o'neil, 2014",698,0.351701144875478,0.0335777583381785,0.183242348648391,general medical,other formats,cut-off score,cbt-based,cau,australia,low,4,1,1,61,60,121
"oehler, 2020",699,0.23283409462597,0.0152626100223018,0.123541936290078,adults,guided self-help,diagnosis,cbt-based,other ctr,europe,some concern,3,0,1,135,129,264
"oehler, 2020",700,0.134744947064485,0.0153055851768781,0.123715743447946,adults,guided self-help,diagnosis,cbt-based,other ctr,europe,some concern,3,0,1,133,129,262
"olukolade, 2017",701,1.9515778327923,0.303803174117467,0.551183430554173,general medical,individual,cut-off score,cbt-based,wl,other region,some concern,2,0,1,10,10,20
"olukolade, 2017",702,-0.144326601705923,0.200567716677586,0.447847872248586,general medical,individual,cut-off score,not-cbt-based,wl,other region,some concern,2,0,1,10,10,20
"omidi, 2013",703,1.63338619469997,0.0894885132206329,0.29914630738258,adults,group,diagnosis,cbt-based,cau,other region,some concern,1,0,1,30,30,60
"omidi, 2013",704,1.53193030178804,0.0867414576917437,0.29451902772443,adults,group,diagnosis,cbt-based,cau,other region,some concern,1,0,1,30,30,60
"onuigbo, 2019",705,1.73597958140038,0.0852990024685137,0.292059929583833,general medical,group,cut-off score,cbt-based,cau,other region,low,4,1,1,33,32,65
"onyechi, 2016",706,15.9623143014772,1.67364499533636,1.29369432067099,general medical,individual,cut-off score,cbt-based,other ctr,other region,some concern,1,0,1,40,40,80
"onyechi, 2016",707,8.56269660706378,0.51721897810219,0.719179378251483,general medical,individual,cut-off score,cbt-based,other ctr,other region,some concern,1,0,1,40,40,80
"pace, 1993",708,0.741627172921694,0.0593090959317968,0.243534588779082,student population,individual,cut-off score,cbt-based,wl,north america,some concern,1,0,1,31,43,74
"pace, 1993",709,0.973448377023297,0.083404434393097,0.288798258985571,student population,individual,cut-off score,cbt-based,wl,north america,some concern,1,0,1,31,31,62
"pagoto, 2013",710,0.483961011563319,0.0361478839802538,0.190125968716148,other target groups,other formats,diagnosis,cbt-based,other ctr,north america,low,4,1,1,68,68,136
"pagoto, 2013",711,0.296653832319767,0.0372217008839983,0.192929263938881,other target groups,other formats,diagnosis,cbt-based,other ctr,north america,low,4,1,1,68,68,136
"pagoto, 2013",712,0.497418888014989,0.0356681548531651,0.188860146280694,other target groups,other formats,diagnosis,cbt-based,other ctr,north america,low,4,1,1,68,68,136
"pagoto, 2013",713,0.441814355426102,0.0369398460279775,0.192197414207313,other target groups,other formats,diagnosis,cbt-based,other ctr,north america,low,4,1,1,68,68,136
"patel, 2017",714,0.517914162023191,0.00887385327319719,0.0942011320165378,adults,individual,cut-off score,cbt-based,cau,other region,low,4,1,1,230,236,466
"patel, 2017",715,0.571060058998336,0.0111665498675754,0.105671897246029,adults,individual,cut-off score,cbt-based,cau,other region,low,4,1,1,230,230,460
"pecheur, 1984",716,1.92990477135261,0.437490631089792,0.661430745497812,student population,individual,diagnosis,cbt-based,wl,north america,some concern,1,0,1,7,7,14
"pecheur, 1984",717,2.25398265302466,0.492744375378184,0.701957531036019,student population,individual,diagnosis,cbt-based,wl,north america,some concern,1,0,1,7,7,14
"pecheur, 1984",718,1.70044157584507,0.403544254174166,0.635251331501293,student population,individual,diagnosis,cbt-based,wl,north america,some concern,1,0,1,7,7,14
"pecheur, 1984",719,1.82815884489025,0.421908979478866,0.649545209726672,student population,individual,diagnosis,cbt-based,wl,north america,some concern,1,0,1,7,7,14
"peden, 2000",720,1.12553955838199,0.104397005288623,0.323105254195321,student population,group,cut-off score,cbt-based,cau,north america,some concern,1,0,1,37,37,74
"penckofer, 2012",721,0.780800722503297,0.0670642946343612,0.258967748251324,general medical,group,cut-off score,cbt-based,cau,north america,some concern,3,0,1,29,36,65
"penckofer, 2012",722,0.505380075727434,0.0718766336080948,0.268098179046585,general medical,group,cut-off score,cbt-based,cau,north america,some concern,3,0,1,38,38,76
"perini, 2009",723,0.613846944168396,0.100300564407416,0.316702643511885,adults,guided self-help,diagnosis,cbt-based,wl,australia,some concern,2,0,1,27,17,44
"perini, 2009",724,0.22248726360447,0.0964438408054144,0.310554086763344,adults,guided self-help,diagnosis,cbt-based,wl,australia,some concern,2,0,1,27,17,44
"perini, 2009",725,0.846990515129698,0.100850846696923,0.317570223252941,adults,guided self-help,diagnosis,cbt-based,wl,australia,some concern,2,0,1,27,18,45
"perini, 2009",726,1.33167317966223,0.368474531822285,0.607021030790767,adults,guided self-help,diagnosis,cbt-based,wl,australia,some concern,2,0,1,27,27,54
"petersen, 2014",727,0.921460066664929,0.130745155654874,0.361586995970367,general medical,group,diagnosis,not-cbt-based,cau,other region,some concern,2,0,1,17,17,34
"pibernik-okanovic, 2009",728,-0.138791942000791,0.00643085823216257,0.0801926320316435,general medical,group,cut-off score,cbt-based,cau,europe,some concern,3,0,1,NA,NA,NA
"pibernik-okanovic, 2015",729,0.0824581988981727,0.0331973144496116,0.182201301997575,general medical,group,subclinical depression,cbt-based,cau,europe,low,4,1,1,64,57,121
"pihlaja, 2020",730,0.471482712852266,0.0411287340214642,0.202802204182953,adults,guided self-help,diagnosis,cbt-based,cau,europe,some concern,2,0,1,50,50,100
"poleshuck, 2014",731,0.130415048681225,0.0803037573990457,0.283379176015186,general medical,individual,diagnosis,not-cbt-based,cau,north america,some concern,3,0,1,26,24,50
"poleshuck, 2014",732,0.211374520192235,0.0791555303743866,0.281345926528867,general medical,individual,diagnosis,not-cbt-based,cau,north america,some concern,2,0,1,27,24,51
"pot, 2010",733,0.386884179229663,0.0238534044977468,0.154445474189912,older adults,group,subclinical depression,not-cbt-based,other ctr,europe,some concern,3,0,1,83,88,171
"pots, 2014",734,0.492982451150006,0.0273041456110598,0.165239661132126,adults,group,cut-off score,cbt-based,wl,europe,low,4,1,1,76,75,151
"pots, 2014",735,0.607097376573663,0.0549101572070676,0.234329164226452,adults,group,cut-off score,cbt-based,wl,europe,low,4,1,1,70,70,140
"pots, 2016",736,0.558164497436362,0.0246194610822538,0.156905898812804,adults,guided self-help,cut-off score,cbt-based,wl,europe,low,4,1,1,82,87,169
"pots, 2016",737,0.642149308363016,0.0328725403802159,0.181307860778886,adults,guided self-help,cut-off score,cbt-based,wl,europe,low,4,1,1,82,82,164
"power-michael, 2012",738,0.361005395650055,0.14759756117226,0.384184280225337,adults,individual,diagnosis,cbt-based,wl,europe,some concern,2,0,1,22,10,32
"power-michael, 2012",739,0.65863004422636,0.130213008218776,0.36085039589666,adults,individual,diagnosis,not-cbt-based,wl,europe,some concern,2,0,1,39,10,49
"prendergast, 2001",740,-0.314912676528859,0.110223440167454,0.331999156877625,perinatal depression,individual,diagnosis,cbt-based,other ctr,australia,some concern,2,0,1,17,20,37
"prendergast, 2001",741,0.510748607765093,0.112505958962196,0.335419079603703,perinatal depression,individual,diagnosis,cbt-based,other ctr,australia,some concern,1,0,1,17,20,37
"prendergast, 2001",742,0.238337713708083,0.20408981276528,0.451763005087048,perinatal depression,individual,diagnosis,cbt-based,other ctr,australia,some concern,2,0,1,17,17,34
"preschl, 2012",743,0.71222920302055,0.119869308397982,0.346221473045768,older adults,individual,cut-off score,not-cbt-based,wl,europe,some concern,3,0,1,20,16,36
"propst, 1992",744,0.475108703641356,0.196740778044192,0.443554706934998,other target groups,individual,cut-off score,cbt-based,wl,north america,some concern,1,0,1,10,11,21
"propst, 1992",745,0.83370752429787,0.208866169593958,0.457018784727672,other target groups,individual,cut-off score,cbt-based,wl,north america,some concern,1,0,1,10,11,21
"propst, 1992",746,1.2101364665696,0.241932577558612,0.491866422475261,other target groups,individual,cut-off score,cbt-based,wl,north america,some concern,1,0,1,9,11,20
"propst, 1992",747,0.750290738185966,0.217362769834337,0.466221803259282,other target groups,individual,cut-off score,cbt-based,wl,north america,some concern,1,0,1,9,11,20
"propst, 1992",748,-0.328544953539448,0.264019622760323,0.513828398164526,other target groups,individual,cut-off score,cbt-based,cau,north america,some concern,1,0,1,19,19,38
"propst, 1992",749,0.940905180672714,0.213359030939154,0.461908032988336,other target groups,individual,cut-off score,cbt-based,wl,north america,some concern,1,0,1,19,19,38
"propst, 1992",750,1.41184208744046,0.256346627304673,0.506306850935945,other target groups,individual,cut-off score,cbt-based,wl,north america,some concern,1,0,1,9,11,20
"propst, 1992",751,1.05018924797626,0.281315286348138,0.530391634877604,other target groups,individual,cut-off score,cbt-based,wl,north america,some concern,1,0,1,19,19,38
"propst, 1992",752,0.966409464979059,0.227474506234192,0.476942875231607,other target groups,individual,cut-off score,cbt-based,wl,north america,some concern,1,0,1,9,11,20
"propst, 1992",753,1.1981616638655,0.239733157725174,0.48962552805708,other target groups,individual,cut-off score,cbt-based,wl,north america,some concern,1,0,1,19,19,38
"propst, 1992",754,0.895004478982565,0.211603768317915,0.460004095979498,other target groups,individual,cut-off score,cbt-based,wl,north america,some concern,1,0,1,10,11,21
"propst, 1992",755,0.977656936489373,0.251383997294436,0.501382087129603,other target groups,individual,cut-off score,cbt-based,wl,north america,some concern,1,0,1,19,19,38
"propst, 1992",756,0.521777404958992,0.197942708952394,0.444907528540925,other target groups,individual,cut-off score,cbt-based,wl,north america,some concern,1,0,1,10,11,21
"propst, 1992",757,-0.450345786786069,0.205527529751376,0.453351441766072,other target groups,individual,cut-off score,cbt-based,cau,north america,some concern,1,0,1,10,10,20
"propst, 1992",758,-0.207442386603504,0.20117282679981,0.448522938989535,other target groups,individual,cut-off score,cbt-based,cau,north america,some concern,1,0,1,10,10,20
"propst, 1992",759,0.48510902310126,0.217898219207051,0.466795693218191,other target groups,individual,cut-off score,cbt-based,cau,north america,some concern,1,0,1,9,10,19
"propst, 1992",760,-0.0819727392371202,0.211304907177051,0.459679135024694,other target groups,individual,cut-off score,cbt-based,cau,north america,some concern,1,0,1,9,10,19
"propst, 1992",761,0.756888635512232,0.227633393087634,0.477109414167897,other target groups,individual,cut-off score,cbt-based,cau,north america,some concern,1,0,1,9,10,19
"propst, 1992",762,0.225152387215849,0.212573150835607,0.461056559258847,other target groups,individual,cut-off score,cbt-based,cau,north america,some concern,1,0,1,9,10,19
"propst, 1992",763,0.166899998803095,0.20075919186849,0.44806159383336,other target groups,individual,cut-off score,cbt-based,cau,north america,some concern,1,0,1,10,10,20
"propst, 1992",764,-0.202851683978531,0.201121491833359,0.44846570864823,other target groups,individual,cut-off score,cbt-based,cau,north america,some concern,1,0,1,10,10,20
"psarraki, 2021",765,0.633486997519617,0.0679024729530786,0.260581029534152,adults,other formats,diagnosis,not-cbt-based,cau,europe,some concern,2,0,1,30,32,62
"psarraki, 2021",766,0.444463483541451,0.0662172213304263,0.257327070729891,adults,other formats,diagnosis,not-cbt-based,cau,europe,some concern,2,0,1,30,32,62
"puckering, 2010",767,0.81904740766031,0.377336972238288,0.614277601934409,perinatal depression,group,cut-off score,not-cbt-based,wl,europe,some concern,2,0,1,10,4,14
"pugh, 2016",768,0.890366796534568,0.107672154040657,0.32813435364292,perinatal depression,guided self-help,cut-off score,cbt-based,wl,north america,some concern,3,0,1,21,20,41
"pugh, 2016",769,1.05341298645951,0.111691173264062,0.334202293923998,perinatal depression,guided self-help,cut-off score,cbt-based,wl,north america,some concern,3,0,1,21,20,41
"pugh, 2016",770,0.481711651179332,0.124702995252108,0.353133112653158,perinatal depression,guided self-help,cut-off score,cbt-based,wl,north america,some concern,3,0,1,21,21,42
"qiu, 2013",771,2.1670561620164,0.103357132751979,0.321492041506441,general medical,group,diagnosis,cbt-based,wl,east asia,low,4,1,1,31,31,62
"raevuori, 2021",772,-0.258143212699748,0.0325385011103003,0.180384315034041,student population,guided self-help,diagnosis,not-cbt-based,cau,europe,low,4,1,1,63,61,124
"rahman, 2008",773,0.723590283741435,0.0053465367735886,0.0731200162307736,perinatal depression,group,diagnosis,cbt-based,other ctr,other region,low,4,1,1,412,386,798
"rahman, 2008",774,0.7397044801715,0.00699299971042739,0.0836241574572048,perinatal depression,group,diagnosis,cbt-based,other ctr,other region,low,4,1,1,412,412,824
"ransom, 2008",775,0.160081434766358,0.0508714405848808,0.225546980881768,general medical,other formats,diagnosis,not-cbt-based,cau,north america,some concern,2,0,1,41,38,79
"ransom, 2008",776,0.47840040353205,0.162369325383141,0.40295077290302,general medical,other formats,diagnosis,not-cbt-based,cau,north america,some concern,2,0,1,41,41,82
